5.89	-0.15082
5.9	-0.13706
5.91	-0.1233
5.92	-0.10954
5.93	-0.095788
5.94	-0.082046
5.95	-0.068318
5.96	-0.054607
5.97	-0.040916
5.98	-0.027249
5.99	-0.013609
6	0
6.01	0.013609
6.02	0.027249
6.03	0.040916
6.04	0.054607
6.05	0.068318
6.06	0.082046
6.07	0.095788
6.08	0.10954
6.09	0.1233
6.1	0.13706
6.11	0.15082
6.12	0.16458
6.13	0.17833
6.14	0.19207
6.15	0.2058
6.16	0.21951
6.17	0.2332
6.18	0.24687
6.19	0.26051
6.2	0.27412
6.21	0.2877
6.22	0.30126
6.23	0.31482
6.24	0.3284
6.25	0.34201
6.26	0.35568
6.27	0.36941
6.28	0.38322
6.29	0.39714
6.3	0.41118
6.31	0.42534
6.32	0.43957
6.33	0.45381
6.34	0.46799
6.35	0.48204
6.36	0.49592
6.37	0.50953
6.38	0.52284
6.39	0.53576
6.4	0.54824
6.41	0.56022
6.42	0.57172
6.43	0.58274
6.44	0.59331
6.45	0.60345
6.46	0.61317
6.47	0.62251
6.48	0.63146
6.49	0.64007
6.5	0.64833
6.51	0.65628
6.52	0.66393
6.53	0.67131
6.54	0.67842
6.55	0.6853
6.56	0.69195
6.57	0.69839
6.58	0.70463
6.59	0.71066
6.6	0.7165
6.61	0.72216
6.62	0.72764
6.63	0.73294
6.64	0.73808
6.65	0.74307
6.66	0.7479
6.67	0.75259
6.68	0.75714
6.69	0.76156
6.7	0.76585
6.71	0.77003
6.72	0.77411
6.73	0.77807
6.74	0.78195
6.75	0.78573
6.76	0.78943
6.77	0.79306
6.78	0.79662
6.79	0.80012
6.8	0.80356
6.81	0.80696
6.82	0.81031
6.83	0.81361
6.84	0.81687
6.85	0.82008
6.86	0.82325
6.87	0.82638
6.88	0.82946
6.89	0.8325
6.9	0.83549
6.91	0.83845
6.92	0.84136
6.93	0.84423
6.94	0.84707
6.95	0.84986
6.96	0.85261
6.97	0.85533
6.98	0.858
6.99	0.86064
7	0.86325
7.01	0.86581
7.02	0.86834
7.03	0.87084
7.04	0.8733
7.05	0.87573
7.06	0.87812
7.07	0.88048
7.08	0.88281
7.09	0.8851
7.1	0.88737
7.11	0.8896
7.12	0.8918
7.13	0.89397
7.14	0.89611
7.15	0.89822
7.16	0.9003
7.17	0.90235
7.18	0.90437
7.19	0.90636
7.2	0.90832
7.21	0.91025
7.22	0.91215
7.23	0.91402
7.24	0.91586
7.25	0.91767
7.26	0.91945
7.27	0.92121
7.28	0.92293
7.29	0.92462
7.3	0.92629
7.31	0.92793
7.32	0.92954
7.33	0.93112
7.34	0.93267
7.35	0.9342
7.36	0.9357
7.37	0.93717
7.38	0.93861
7.39	0.94002
7.4	0.94141
7.41	0.94277
7.42	0.9441
7.43	0.9454
7.44	0.94668
7.45	0.94793
7.46	0.94915
7.47	0.95035
7.48	0.95152
7.49	0.95266
7.5	0.95378
7.51	0.95487
7.52	0.95594
7.53	0.95698
7.54	0.95799
7.55	0.95898
7.56	0.95994
7.57	0.96087
7.58	0.96178
7.59	0.96267
7.6	0.96353
7.61	0.96437
7.62	0.96518
7.63	0.96596
7.64	0.96672
7.65	0.96746
7.66	0.96817
7.67	0.96886
7.68	0.96952
7.69	0.97016
7.7	0.97078
7.71	0.97137
7.72	0.97194
7.73	0.97248
7.74	0.973
7.75	0.9735
7.76	0.97397
7.77	0.97442
7.78	0.97485
7.79	0.97525
7.8	0.97564
7.81	0.976
7.82	0.97633
7.83	0.97665
7.84	0.97694
7.85	0.97721
7.86	0.97746
7.87	0.97768
7.88	0.97789
7.89	0.97807
7.9	0.97823
7.91	0.97837
7.92	0.97848
7.93	0.97858
7.94	0.97866
7.95	0.97871
7.96	0.97874
7.97	0.97876
7.98	0.97875
7.99	0.97872
8	0.979
8.01	0.979
8.02	0.979
8.03	0.979
8.04	0.979
8.05	0.979
8.06	0.979
8.07	0.979
8.08	0.979
8.09	0.979
8.1	0.979
8.11	0.979
8.12	0.979
8.13	0.979
8.14	0.979
8.15	0.979
8.16	0.979
8.17	0.979
8.18	0.979
8.19	0.979
8.2	0.979
8.21	0.979
8.22	0.979
8.23	0.979
8.24	0.979
8.25	0.979
8.26	0.979
8.27	0.979
8.28	0.979
8.29	0.979
8.3	0.979
8.31	0.979
8.32	0.979
8.33	0.979
8.34	0.979
8.35	0.979
8.36	0.979
8.37	0.979
8.38	0.979
8.39	0.979
8.4	0.979
8.41	0.979
8.42	0.979
8.43	0.979
8.44	0.979
8.45	0.979
8.46	0.979
8.47	0.979
8.48	0.979
8.49	0.979
8.5	0.979
8.51	0.979
8.52	0.979
8.53	0.979
8.54	0.979
8.55	0.979
8.56	0.979
8.57	0.979
8.58	0.979
8.59	0.979
8.6	0.979
8.61	0.979
8.62	0.979
8.63	0.979
8.64	0.979
8.65	0.979
8.66	0.979
8.67	0.979
8.68	0.979
8.69	0.979
8.7	0.979
8.71	0.979
8.72	0.979
8.73	0.979
8.74	0.979
8.75	0.979
8.76	0.979
8.77	0.979
8.78	0.979
8.79	0.979
8.8	0.979
8.81	0.979
8.82	0.979
8.83	0.979
8.84	0.979
8.85	0.979
8.86	0.979
8.87	0.979
8.88	0.979
8.89	0.979
8.9	0.979
8.91	0.979
8.92	0.979
8.93	0.979
8.94	0.979
8.95	0.979
8.96	0.979
8.97	0.979
8.98	0.979
8.99	0.979
9	0.979
9.01	0.979
9.02	0.979
9.03	0.979
9.04	0.979
9.05	0.979
9.06	0.979
9.07	0.979
9.08	0.979
9.09	0.979
9.1	0.979
9.11	0.979
9.12	0.979
9.13	0.979
9.14	0.979
9.15	0.979
9.16	0.979
9.17	0.979
9.18	0.979
9.19	0.979
9.2	0.979
9.21	0.979
9.22	0.979
9.23	0.979
9.24	0.979
9.25	0.979
9.26	0.979
9.27	0.979
9.28	0.979
9.29	0.979
9.3	0.979
9.31	0.979
9.32	0.979
9.33	0.979
9.34	0.979
9.35	0.979
9.36	0.979
9.37	0.979
9.38	0.979
9.39	0.979
9.4	0.979
9.41	0.979
9.42	0.979
9.43	0.979
9.44	0.979
9.45	0.979
9.46	0.979
9.47	0.979
9.48	0.979
9.49	0.979
9.5	0.979
9.51	0.979
9.52	0.979
9.53	0.979
9.54	0.979
9.55	0.979
9.56	0.979
9.57	0.979
9.58	0.979
9.59	0.979
9.6	0.979
9.61	0.979
9.62	0.979
9.63	0.979
9.64	0.979
9.65	0.979
9.66	0.979
9.67	0.979
9.68	0.979
9.69	0.979
9.7	0.979
9.71	0.979
9.72	0.979
9.73	0.979
9.74	0.979
9.75	0.979
9.76	0.979
9.77	0.979
9.78	0.979
9.79	0.979
9.8	0.979
9.81	0.979
9.82	0.979
9.83	0.979
9.84	0.979
9.85	0.979
9.86	0.979
9.87	0.979
9.88	0.979
9.89	0.979
9.9	0.979
9.91	0.979
9.92	0.979
9.93	0.979
9.94	0.979
9.95	0.979
9.96	0.979
9.97	0.979
9.98	0.979
9.99	0.979
10	0.97867
10.01	0.97872
10.02	0.97875
10.03	0.97876
10.04	0.97874
10.05	0.97871
10.06	0.97866
10.07	0.97858
10.08	0.97848
10.09	0.97837
10.1	0.97823
10.11	0.97807
10.12	0.97789
10.13	0.97768
10.14	0.97746
10.15	0.97721
10.16	0.97694
10.17	0.97665
10.18	0.97633
10.19	0.976
10.2	0.97564
10.21	0.97525
10.22	0.97485
10.23	0.97442
10.24	0.97397
10.25	0.9735
10.26	0.973
10.27	0.97248
10.28	0.97194
10.29	0.97137
10.3	0.97078
10.31	0.97016
10.32	0.96952
10.33	0.96886
10.34	0.96817
10.35	0.96746
10.36	0.96672
10.37	0.96596
10.38	0.96518
10.39	0.96437
10.4	0.96353
10.41	0.96267
10.42	0.96178
10.43	0.96087
10.44	0.95994
10.45	0.95898
10.46	0.95799
10.47	0.95698
10.48	0.95594
10.49	0.95487
10.5	0.95378
10.51	0.95266
10.52	0.95152
10.53	0.95035
10.54	0.94915
10.55	0.94793
10.56	0.94668
10.57	0.9454
10.58	0.9441
10.59	0.94277
10.6	0.94141
10.61	0.94002
10.62	0.93861
10.63	0.93717
10.64	0.9357
10.65	0.9342
10.66	0.93267
10.67	0.93112
10.68	0.92954
10.69	0.92793
10.7	0.92629
10.71	0.92462
10.72	0.92293
10.73	0.92121
10.74	0.91945
10.75	0.91767
10.76	0.91586
10.77	0.91402
10.78	0.91215
10.79	0.91025
10.8	0.90832
10.81	0.90636
10.82	0.90437
10.83	0.90235
10.84	0.9003
10.85	0.89822
10.86	0.89611
10.87	0.89397
10.88	0.8918
10.89	0.8896
10.9	0.88737
10.91	0.8851
10.92	0.88281
10.93	0.88048
10.94	0.87812
10.95	0.87573
10.96	0.8733
10.97	0.87084
10.98	0.86834
10.99	0.86581
11	0.86325
11.01	0.86064
11.02	0.858
11.03	0.85533
11.04	0.85261
11.05	0.84986
11.06	0.84707
11.07	0.84423
11.08	0.84136
11.09	0.83845
11.1	0.83549
11.11	0.8325
11.12	0.82946
11.13	0.82638
11.14	0.82325
11.15	0.82008
11.16	0.81687
11.17	0.81361
11.18	0.81031
11.19	0.80696
11.2	0.80356
11.21	0.80012
11.22	0.79662
11.23	0.79306
11.24	0.78943
11.25	0.78573
11.26	0.78195
11.27	0.77807
11.28	0.77411
11.29	0.77003
11.3	0.76585
11.31	0.76156
11.32	0.75714
11.33	0.75259
11.34	0.7479
11.35	0.74307
11.36	0.73808
11.37	0.73294
11.38	0.72764
11.39	0.72216
11.4	0.7165
11.41	0.71066
11.42	0.70463
11.43	0.69839
11.44	0.69195
11.45	0.6853
11.46	0.67842
11.47	0.67131
11.48	0.66393
11.49	0.65628
11.5	0.64833
11.51	0.64007
11.52	0.63146
11.53	0.62251
11.54	0.61317
11.55	0.60345
11.56	0.59331
11.57	0.58274
11.58	0.57172
11.59	0.56022
11.6	0.54824
11.61	0.53576
11.62	0.52284
11.63	0.50953
11.64	0.49592
11.65	0.48204
11.66	0.46799
11.67	0.45381
11.68	0.43957
11.69	0.42534
11.7	0.41118
11.71	0.39714
11.72	0.38322
11.73	0.36941
11.74	0.35568
11.75	0.34201
11.76	0.3284
11.77	0.31482
11.78	0.30126
11.79	0.2877
11.8	0.27412
11.81	0.26051
11.82	0.24687
11.83	0.2332
11.84	0.21951
11.85	0.2058
11.86	0.19207
11.87	0.17833
11.88	0.16458
11.89	0.15082
11.9	0.13706
11.91	0.1233
11.92	0.10954
11.93	0.095788
11.94	0.082046
11.95	0.068318
11.96	0.054607
11.97	0.040916
11.98	0.027249
11.99	0.013609
